id,Enrollment_date,Age,Education,Marital_status,Kids_at_home,Recency,Purchases_Fruit,Purchases_Meat,Purchases_Fish,Purchases_Wine,Purchases_Sweets,Num_purchases_Store,Num_purchases_Catalog,Num_purchases_Web,Num_web_visits_last_month
1960,2013-06-29,49,Basic,Married,0,75,28,674,91,604,28,6,1,3,1
1961,2013-12-26,55,HighSchool,Single,0,86,19,154,50,741,9,6,3,0,2
1962,2013-08-31,58,Master,Married,0,86,66,408,37,389,57,3,0,0,2
1963,2013-10-14,37,Doctorate,Divorced,0,63,43,337,42,587,87,3,0,2,6
1964,2013-02-20,69,HighSchool,Married,0,4,34,471,119,482,68,4,1,0,7
1965,2013-12-09,47,HighSchool,Married,0,60,138,553,224,265,23,3,0,2,1
1966,2012-10-04,55,Master,Married,0,98,0,24,6,459,0,8,6,1,6
1967,2013-02-13,62,HighSchool,Married,0,45,10,75,0,443,10,6,4,1,8
1968,2013-06-30,25,Basic,Single,1,77,7,9,3,11,1,0,0,1,7
1969,2013-05-11,52,Bachelor,Married,0,56,17,44,34,112,22,6,1,3,3
1970,2013-12-16,40,Master,Married,1,4,2,11,2,3,2,6,1,3,6
1971,2013-02-27,31,Basic,Single,1,97,34,62,11,28,14,1,0,4,9
1972,2013-06-19,37,HighSchool,Married,1,40,1,8,0,5,0,3,0,2,8
1973,2014-03-17,57,Bachelor,Single,0,0,130,411,240,336,32,6,4,1,2
1974,2014-03-29,43,Bachelor,Single,0,54,14,49,0,642,7,0,0,0,5
1975,2013-05-11,61,Bachelor,Married,0,51,61,265,138,398,61,4,2,0,1
1976,2013-05-17,61,HighSchool,Married,0,50,2,31,0,223,2,7,5,1,8
1977,2012-09-27,65,HighSchool,Married,1,53,0,108,0,483,6,4,1,0,9
1978,2014-03-22,46,Master,Single,0,38,0,83,0,512,0,3,0,2,4
1979,2013-07-07,41,Bachelor,Married,1,87,1,24,0,38,0,5,1,3,8
1980,2014-01-22,40,Bachelor,Married,0,9,2,7,4,11,2,1,0,1,3
1981,2013-11-17,39,Basic,Single,0,6,80,466,17,760,13,1,0,1,3
1982,2012-09-14,41,Bachelor,Married,0,65,64,123,116,153,64,3,0,2,6
1983,2014-01-17,44,Master,Single,1,84,5,28,7,43,6,7,1,4,5
1984,2013-11-20,40,Bachelor,Single,1,24,5,9,28,2,6,7,1,4,5
1985,2014-04-06,50,HighSchool,Married,0,21,11,61,4,301,7,2,0,1,7
1986,2013-02-06,37,HighSchool,Married,1,45,4,33,0,182,2,4,0,2,7
1987,2013-07-26,41,Bachelor,Married,1,88,13,87,17,215,17,5,1,3,7
1988,2012-10-15,31,HighSchool,Married,0,66,107,304,23,1218,143,2,0,6,6
1989,2013-12-25,40,Master,Married,0,87,53,213,104,445,98,2,0,1,4
1990,2013-11-23,29,Bachelor,Single,0,72,73,747,76,410,161,2,0,6,1
1991,2013-04-05,32,Basic,Married,1,64,0,13,2,12,0,0,0,1,7
1992,2013-09-06,67,HighSchool,Married,0,40,15,15,17,40,6,5,3,0,4
1993,2013-02-08,33,Bachelor,Married,0,25,154,323,201,848,61,1,0,4,6
1994,2013-07-12,41,HighSchool,Single,1,75,6,20,4,15,5,1,0,1,7
1995,2013-08-25,50,Basic,Single,0,97,6,54,8,267,3,0,0,0,5
1996,2013-04-21,47,HighSchool,Divorced,0,64,15,100,20,635,7,0,0,0,6
1997,2013-05-05,48,HighSchool,Married,0,42,5,90,0,421,16,1,0,1,5
1998,2014-04-30,34,HighSchool,Married,0,29,129,396,188,68,22,2,0,6,1
1999,2013-07-03,36,HighSchool,Single,0,3,32,348,76,180,32,3,0,2,2
2000,2012-11-23,46,HighSchool,Married,0,65,0,45,0,1103,0,2,0,2,8
